STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,mot_nrg,Motor energy,engine,Engine capacity of vehicle,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FR,France,2018,,16898811,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FR,France,2019,,16935788,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FR,France,2020,,16851202,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FR,France,2021,,16631002,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FR,France,2022,,16220766,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FR,France,2023,,15785177,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,FR,France,2024,,15313469,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,GE,Georgia,2017,,17241,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,GE,Georgia,2018,,21758,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,GE,Georgia,2019,,27276,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,GE,Georgia,2020,,19526,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,GE,Georgia,2021,,39986,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,GE,Georgia,2022,,47173,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,GE,Georgia,2023,,54596,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,GE,Georgia,2024,,59978,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,HR,Croatia,2015,,522724,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,HR,Croatia,2016,,574585,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,HR,Croatia,2017,,622358,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,HR,Croatia,2018,,688317,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,HR,Croatia,2019,,748599,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,HR,Croatia,2020,,782441,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,HR,Croatia,2021,,821776,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,HR,Croatia,2022,,850627,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,HR,Croatia,2023,,889969,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,HR,Croatia,2024,,929015,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,HU,Hungary,2015,,646755,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,HU,Hungary,2016,,710117,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,HU,Hungary,2017,,773817,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,HU,Hungary,2018,,830536,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,HU,Hungary,2019,,880362,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,HU,Hungary,2020,,913450,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,HU,Hungary,2021,,936213,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,HU,Hungary,2022,,953255,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,HU,Hungary,2023,,970676,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,HU,Hungary,2024,,1007552,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,IE,Ireland,2015,,739860,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,IE,Ireland,2016,,835680,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,IE,Ireland,2017,,928650,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,IE,Ireland,2018,,1006290,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,IE,Ireland,2019,,1083890,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,IE,Ireland,2020,,1133330,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,IE,Ireland,2021,,1146400,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,IE,Ireland,2022,,1136610,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,IE,Ireland,2023,,1141590,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,IT,Italy,2015,,13412347,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,IT,Italy,2016,,14012832,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,IT,Italy,2017,,14651685,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,IT,Italy,2018,,15090689,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,IT,Italy,2019,,15295121,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,IT,Italy,2020,,15253957,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,IT,Italy,2021,,15253957,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,IT,Italy,2022,,9984675,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,IT,Italy,2023,,15024900,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,IT,Italy,2024,,15024900,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LI,Liechtenstein,2015,,5118,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LI,Liechtenstein,2016,,5498,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LI,Liechtenstein,2017,,5733,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LI,Liechtenstein,2018,,5896,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LI,Liechtenstein,2019,,6026,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LI,Liechtenstein,2020,,6178,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LI,Liechtenstein,2021,,6149,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LI,Liechtenstein,2022,,6116,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LI,Liechtenstein,2023,,5964,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LI,Liechtenstein,2024,,5847,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LT,Lithuania,2022,,718122,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LT,Lithuania,2023,,735303,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LT,Lithuania,2024,,747214,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LU,Luxembourg,2017,,182872,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LU,Luxembourg,2018,,180686,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LU,Luxembourg,2019,,178530,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LU,Luxembourg,2020,,174511,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LU,Luxembourg,2021,,168732,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LU,Luxembourg,2022,,161826,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LU,Luxembourg,2023,,152743,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LU,Luxembourg,2024,,141517,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LV,Latvia,2015,,193879,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LV,Latvia,2016,,204315,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LV,Latvia,2017,,224091,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LV,Latvia,2018,,242497,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LV,Latvia,2019,,260539,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LV,Latvia,2020,,272935,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LV,Latvia,2021,,287543,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LV,Latvia,2022,,297736,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LV,Latvia,2023,,306524,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,LV,Latvia,2024,,311343,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,MD,Moldova,2015,,62383,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,MD,Moldova,2016,,66661,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,MD,Moldova,2017,,80116,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,MD,Moldova,2018,,89148,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,MD,Moldova,2019,,101024,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,MD,Moldova,2020,,112751,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,MD,Moldova,2021,,127973,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,MD,Moldova,2022,,140976,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,MD,Moldova,2023,,159871,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,MD,Moldova,2024,,182314,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ME,Montenegro,2016,,99515,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ME,Montenegro,2017,,108872,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ME,Montenegro,2018,,120334,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ME,Montenegro,2019,,130344,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ME,Montenegro,2020,,130240,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ME,Montenegro,2021,,140278,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ME,Montenegro,2022,,145319,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ME,Montenegro,2023,,157826,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,ME,Montenegro,2024,,155882,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,MT,Malta,2015,,66194,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,MT,Malta,2016,,68333,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,MT,Malta,2017,,71366,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC1400-1999,From 1 400 to 1 999 cm³,MT,Malta,2018,,73468,,,,,
